,Afghanistan,Albania,Algeria,Andorra,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Cayman Islands,Chile,China,Colombia,Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czechia,Denmark,Dominican Republic,Ecuador,Egypt,Estonia,Eswatini,Ethiopia,Finland,France,French Guiana,Gabon,Georgia,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guernsey,Guinea,Guyana,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kuwait,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Malaysia,Maldives,Malta,Martinique,Mauritania,Mexico,Moldova,Monaco,Mongolia,Morocco,Namibia,Nepal,Netherlands,New Zealand,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Reunion,Romania,Russia,Rwanda,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Taiwan*,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,US,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,occupied Palestinian territory
3/1/20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,42162,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,175,0,0,1,83,0,32,0,0,0,0,30,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,72,0,0,0,2,1,0,0,0,0,9,28,0,0,0,0,7,0,5,8,0,0,16,0
3/2/20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,44854,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,291,0,0,1,149,0,32,0,0,0,0,30,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78,0,0,0,2,1,0,0,0,0,12,31,0,0,0,0,7,0,5,8,0,0,16,0
3/3/20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,47450,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,291,0,0,1,160,0,43,0,0,0,0,30,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78,0,0,0,2,1,0,0,0,2,12,31,0,0,0,0,7,0,5,8,0,0,16,0
3/4/20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,50001,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,552,0,0,1,276,0,43,0,0,0,0,41,0,0,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,78,0,0,0,2,1,0,0,0,3,12,31,0,0,0,0,7,0,5,8,0,0,16,0
3/5/20,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,52292,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,739,0,0,1,414,0,43,0,0,0,0,41,0,0,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,78,0,0,0,2,1,0,0,0,3,12,31,0,0,0,0,7,0,5,8,0,0,16,0
3/6/20,0,0,0,0,0,0,0,0,21,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,53944,0,0,0,0,0,40,0,0,0,0,1,0,0,1,0,0,0,1,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,913,0,0,2,523,0,46,0,0,0,0,135,0,0,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,78,0,0,0,2,1,0,0,0,3,12,31,0,0,0,0,7,0,5,8,0,0,16,0
3/7/20,0,0,0,0,0,0,0,0,21,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,55539,0,0,0,0,0,40,0,0,0,0,1,0,0,1,0,0,0,1,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,1669,0,0,2,589,0,76,0,0,0,0,135,0,0,1,0,0,0,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,78,0,0,0,30,1,0,0,0,3,12,31,0,0,0,0,7,0,7,18,0,0,16,0
3/8/20,0,0,0,0,0,0,0,0,21,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,57388,0,0,0,0,0,40,0,0,0,0,1,0,0,1,0,0,0,1,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,2134,0,0,2,622,0,76,0,0,0,0,118,1,0,1,0,0,0,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,78,0,0,0,30,1,0,0,0,3,13,31,0,0,0,0,7,0,7,18,0,0,16,0
3/9/20,0,0,0,0,0,0,0,0,21,2,0,14,0,1,1,0,0,0,0,0,0,0,1,0,8,0,0,58804,0,0,0,0,0,40,0,0,0,0,1,0,0,1,0,0,0,1,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,2394,3,0,2,724,0,76,0,0,0,0,118,1,0,1,0,0,0,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,78,0,0,0,32,1,0,0,1,3,15,31,0,0,0,0,7,0,7,18,0,0,16,0
3/10/20,0,0,0,0,0,0,0,0,21,4,0,22,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,60181,0,0,0,0,0,40,0,0,0,0,1,0,0,1,0,0,0,1,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,4,2,2731,3,0,4,724,0,101,0,0,0,0,247,1,1,1,0,0,0,24,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,9,1,0,0,0,2,0,0,0,0,3,3,0,0,0,0,1,1,0,0,78,0,0,0,32,1,0,0,1,3,17,33,0,0,0,0,8,0,12,19,0,0,16,0
3/11/20,0,0,0,0,0,0,0,0,21,4,3,35,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,61644,0,0,0,0,0,325,0,0,0,0,1,0,0,27,0,0,0,1,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,4,2,2959,15,0,4,1045,0,118,0,0,0,0,288,2,1,1,0,0,0,26,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,9,2,0,0,0,2,0,0,0,0,6,3,0,0,0,0,1,1,0,0,96,0,0,0,183,1,0,0,1,4,17,34,0,0,0,0,8,0,17,19,0,0,16,0
3/12/20,0,0,8,1,0,0,0,0,21,4,3,35,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,62901,0,0,0,0,0,325,0,0,0,0,1,0,0,27,0,0,0,1,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,4,2,2959,15,0,4,1045,0,118,0,0,0,0,333,5,1,1,0,0,0,26,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,9,2,0,0,0,2,0,0,0,0,6,3,0,0,0,0,1,1,0,0,96,0,0,0,183,1,0,0,1,4,20,34,0,0,0,0,12,0,17,19,0,0,16,0
3/13/20,0,0,8,0,0,0,0,0,23,6,3,44,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,64196,0,0,0,0,1,325,0,0,0,0,1,0,0,27,0,0,0,1,12,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,4,2,2959,24,0,4,1439,0,118,0,1,0,0,510,5,1,1,0,0,0,26,0,1,0,0,4,0,0,0,1,0,1,0,0,0,1,1,9,2,0,0,0,2,0,1,0,0,7,3,0,0,0,0,1,1,0,0,97,0,0,0,193,1,0,0,1,4,20,35,0,0,0,0,12,0,17,19,0,0,16,0
3/14/20,0,0,12,1,0,1,0,0,23,6,3,44,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,65660,0,0,0,0,1,325,0,0,0,0,1,0,0,27,0,0,0,1,12,0,0,0,46,0,8,0,0,0,0,0,0,0,1,1,4,8,2959,26,0,4,1966,0,118,0,1,0,0,510,5,1,1,0,0,0,35,0,1,0,0,4,0,0,0,1,0,1,2,0,0,1,1,9,2,0,0,0,2,0,2,4,0,9,8,0,0,0,4,1,1,0,0,105,0,0,0,517,1,0,0,1,4,20,35,0,0,0,0,12,0,17,19,0,0,16,0
